#t(s)	P(GPa)	T(K)	R(Ohms)	P_mem(bar)	R_therm(Ohms)	Center (nm)	SpecFile	Comment
27.227283	27.005967	290.724133	4.843269E-6	41.000098	59.200000	703.075987	NA	NA
27.229517	27.013701	290.724133	4.888343E-6	41.000121	59.200000	703.078499	NA	NA
27.231700	27.001263	290.724133	4.991102E-6	41.000133	59.200000	703.074460	NA	NA
27.236150	26.990426	290.724133	4.878017E-6	41.000098	59.200000	703.070941	NA	NA
27.238550	27.016418	290.724133	4.866177E-6	41.000137	59.200000	703.079381	NA	NA
27.241050	27.023058	290.724133	4.924389E-6	41.000133	59.200000	703.081537	NA	NA
27.243450	26.977936	290.724133	4.936074E-6	41.000148	59.200000	703.066885	NA	NA
27.247900	26.963471	290.724133	4.815385E-6	41.000133	59.200000	703.062187	NA	NA
27.250100	26.956996	290.724133	4.963619E-6	41.000137	59.200000	703.060084	NA	NA
27.252483	26.974345	290.724133	4.975089E-6	41.000160	59.200000	703.065718	NA	NA
27.254667	26.964434	290.724133	4.872267E-6	41.000191	59.200000	703.062500	NA	NA
27.257150	26.957743	290.724133	4.861787E-6	41.000188	59.200000	703.060327	NA	NA
27.261083	26.933702	290.724133	4.918485E-6	41.000199	59.200000	703.052518	NA	NA
27.263300	26.953955	290.724133	4.970173E-6	41.000207	59.200000	703.059096	NA	NA
27.265933	27.022088	290.099672	4.931901E-6	41.000176	59.300000	703.076914	NA	NA
27.268167	27.001769	290.099672	4.852111E-6	41.000199	59.300000	703.070316	NA	NA
27.270650	27.014901	290.099672	4.961301E-6	41.000180	59.300000	703.074580	NA	NA
27.275250	27.009234	290.724133	4.877492E-6	41.000266	59.200000	703.077048	NA	NA
27.277467	26.932689	290.724133	4.860180E-6	41.000281	59.200000	703.052189	NA	NA
27.279900	26.968487	290.724133	4.870907E-6	41.000309	59.200000	703.063816	NA	NA
27.282117	26.948030	290.724133	4.949801E-6	41.000348	59.200000	703.057172	NA	NA
27.284300	26.977876	290.724133	4.945689E-6	41.000355	59.200000	703.066865	NA	NA
27.288767	26.967370	290.724133	4.832759E-6	41.000328	59.200000	703.063453	NA	NA
27.291617	27.005479	290.724133	4.945071E-6	41.000336	59.200000	703.075829	NA	NA
27.294017	26.967287	290.724133	4.937311E-6	41.000355	59.200000	703.063426	NA	NA
27.296467	26.965949	290.724133	4.906675E-6	41.000348	59.200000	703.062992	NA	NA
27.300917	26.976726	290.724133	4.899132E-6	41.000293	59.200000	703.066492	NA	NA
27.303100	26.995915	290.724133	4.949059E-6	41.000312	59.200000	703.072723	NA	NA
27.305333	26.986851	290.724133	4.910663E-6	41.000301	59.200000	703.069780	NA	NA
27.307850	27.022607	290.724133	4.860798E-6	41.000305	59.200000	703.081390	NA	NA
27.310250	26.962991	290.724133	4.902810E-6	41.000277	59.200000	703.062031	NA	NA
27.314200	26.981557	290.724133	4.943463E-6	41.000262	59.200000	703.068061	NA	NA
27.316417	26.930539	290.724133	4.857583E-6	41.000250	59.200000	703.051491	NA	NA
27.318650	26.962544	290.724133	4.848309E-6	41.000266	59.200000	703.061886	NA	NA
27.320867	26.967986	290.724133	4.875730E-6	41.000297	59.200000	703.063653	NA	NA
27.323100	27.008228	290.724133	4.958735E-6	41.000305	59.200000	703.076721	NA	NA
27.325533	26.957571	290.724133	4.897617E-6	41.000320	59.200000	703.060271	NA	NA
27.330183	26.971534	290.724133	4.801102E-6	41.000352	59.200000	703.064806	NA	NA
27.332450	26.969884	290.099672	4.933601E-6	41.000344	59.300000	703.059961	NA	NA
27.334950	26.978308	290.724133	4.956818E-6	41.000309	59.200000	703.067005	NA	NA
27.337383	26.993091	290.099672	4.875699E-6	41.000316	59.300000	703.067498	NA	NA
27.339450	26.923211	290.724133	4.881696E-6	41.000312	59.200000	703.049110	NA	NA
27.343933	26.971858	290.724133	4.952583E-6	41.000301	59.200000	703.064911	NA	NA
27.346167	26.983438	290.724133	4.953881E-6	41.000301	59.200000	703.068671	NA	NA
27.348567	26.962871	290.724133	4.878017E-6	41.000348	59.200000	703.061992	NA	NA
27.350700	26.976401	290.724133	4.916320E-6	41.000320	59.200000	703.066386	NA	NA
27.352917	26.968716	290.724133	4.966772E-6	41.000316	59.200000	703.063890	NA	NA
27.356983	26.947807	290.724133	4.870042E-6	41.000344	59.200000	703.057100	NA	NA
27.359200	26.926020	290.724133	4.852791E-6	41.000367	59.200000	703.050023	NA	NA
27.361717	26.962513	290.724133	4.916660E-6	41.000371	59.200000	703.061876	NA	NA
27.364300	26.889168	290.724133	4.955891E-6	41.000367	59.200000	703.038051	NA	NA
27.366500	26.977128	290.724133	4.914373E-6	41.000387	59.200000	703.066622	NA	NA
27.370817	26.944778	290.724133	4.820888E-6	41.000426	59.200000	703.056116	NA	NA
27.373250	26.944322	290.724133	4.954870E-6	41.000441	59.200000	703.055968	NA	NA
27.375767	26.953644	290.099672	4.912858E-6	41.000414	59.300000	703.054687	NA	NA
27.378233	26.985980	290.724133	4.852327E-6	41.000387	59.200000	703.069497	NA	NA
27.382717	26.930570	290.724133	4.943216E-6	41.000328	59.200000	703.051501	NA	NA
27.385100	26.954873	290.724133	4.977036E-6	41.000324	59.200000	703.059394	NA	NA
27.387550	26.983348	290.724133	4.901760E-6	41.000297	59.200000	703.068642	NA	NA
27.389767	26.963558	290.724133	4.862375E-6	41.000297	59.200000	703.062215	NA	NA
27.392217	26.972923	290.724133	4.912982E-6	41.000301	59.200000	703.065257	NA	NA
27.396400	26.993886	290.724133	4.957097E-6	41.000301	59.200000	703.072064	NA	NA
27.398783	26.944472	290.724133	4.829822E-6	41.000340	59.200000	703.056016	NA	NA
27.401083	26.944785	290.724133	4.835603E-6	41.000332	59.200000	703.056118	NA	NA
27.403533	26.954740	290.724133	4.919257E-6	41.000324	59.200000	703.059351	NA	NA
27.405767	26.970036	290.724133	4.932056E-6	41.000320	59.200000	703.064319	NA	NA
27.410383	26.964011	290.724133	4.847752E-6	41.000328	59.200000	703.062362	NA	NA
27.412783	26.950758	290.724133	4.875668E-6	41.000340	59.200000	703.058058	NA	NA
27.415033	26.970849	290.724133	4.941083E-6	41.000332	59.200000	703.064583	NA	NA
27.417250	26.916886	290.724133	4.919474E-6	41.000348	59.200000	703.047056	NA	NA
27.419417	26.979924	290.724133	4.869083E-6	41.000344	59.200000	703.067530	NA	NA
27.423867	26.925197	290.724133	4.951656E-6	41.000383	59.200000	703.049756	NA	NA
27.426233	26.963601	290.724133	4.964578E-6	41.000453	59.200000	703.062229	NA	NA
27.428683	26.984972	290.724133	4.928315E-6	41.000496	59.200000	703.069170	NA	NA
27.430967	26.934705	290.724133	4.866950E-6	41.000461	59.200000	703.052844	NA	NA
27.433417	26.929754	290.724133	4.885313E-6	41.000391	59.200000	703.051236	NA	NA
27.437867	26.972076	290.724133	4.936477E-6	41.000379	59.200000	703.064982	NA	NA
27.440317	26.960862	290.724133	4.841847E-6	41.000387	59.200000	703.061340	NA	NA
27.442900	26.947416	290.724133	4.863673E-6	41.000445	59.200000	703.056973	NA	NA
27.445317	26.969493	290.724133	4.913043E-6	41.000457	59.200000	703.064143	NA	NA
27.449783	26.971970	290.724133	4.882284E-6	41.000418	59.200000	703.064947	NA	NA
27.452033	26.942248	290.724133	4.833222E-6	41.000430	59.200000	703.055294	NA	NA
27.454400	26.951882	290.724133	4.959971E-6	41.000437	59.200000	703.058423	NA	NA
27.456800	26.944177	290.724133	4.963619E-6	41.000461	59.200000	703.055921	NA	NA
27.459233	26.969297	290.724133	4.882284E-6	41.000477	59.200000	703.064079	NA	NA
27.463700	26.996649	290.724133	4.896381E-6	41.000441	59.200000	703.072962	NA	NA
27.466367	26.950298	290.724133	4.987547E-6	41.000441	59.200000	703.057909	NA	NA
27.468567	26.974056	290.724133	5.007301E-6	41.000457	59.200000	703.065625	NA	NA
27.471000	26.962567	290.099672	4.863611E-6	41.000481	59.300000	703.057585	NA	NA
27.475467	26.974759	290.724133	4.907572E-6	41.000473	59.200000	703.065853	NA	NA
27.477883	26.970689	290.724133	4.939413E-6	41.000422	59.200000	703.064531	NA	NA
27.480333	26.940219	290.724133	4.873318E-6	41.000418	59.200000	703.054635	NA	NA
27.482800	26.985492	290.724133	4.843269E-6	41.000430	59.200000	703.069339	NA	NA
27.487083	27.014262	290.724133	4.919381E-6	41.000359	59.200000	703.078681	NA	NA
27.489317	26.975041	290.724133	4.883922E-6	41.000391	59.200000	703.065944	NA	NA
27.491717	26.988255	290.724133	4.849978E-6	41.000422	59.200000	703.070236	NA	NA
27.493933	26.966426	290.724133	4.880243E-6	41.000434	59.200000	703.063147	NA	NA
27.496083	26.981053	290.724133	4.928191E-6	41.000449	59.200000	703.067897	NA	NA
27.498300	26.967216	290.724133	4.889950E-6	41.000465	59.200000	703.063403	NA	NA
27.502717	26.967854	290.724133	4.886611E-6	41.000422	59.200000	703.063611	NA	NA
27.505150	26.968500	290.724133	4.964949E-6	41.000414	59.200000	703.063820	NA	NA
27.507583	26.960833	290.724133	4.948811E-6	41.000426	59.200000	703.061330	NA	NA
27.509783	26.935855	290.724133	4.874277E-6	41.000437	59.200000	703.053218	NA	NA
27.512233	26.969225	290.724133	4.875018E-6	41.000449	59.200000	703.064056	NA	NA
27.516650	26.949881	290.724133	4.959322E-6	41.000469	59.200000	703.057773	NA	NA
27.519100	26.924009	290.724133	4.922503E-6	41.000465	59.200000	703.049370	NA	NA
27.521550	26.942243	290.724133	4.883644E-6	41.000469	59.200000	703.055292	NA	NA
27.523983	26.948069	290.724133	4.970081E-6	41.000469	59.200000	703.057185	NA	NA
27.528467	26.952115	290.724133	4.954654E-6	41.000402	59.200000	703.058499	NA	NA
27.530917	26.970714	290.724133	4.852977E-6	41.000363	59.200000	703.064539	NA	NA
27.533400	26.953640	290.724133	4.894278E-6	41.000352	59.200000	703.058994	NA	NA
27.535950	26.979856	290.724133	4.941515E-6	41.000301	59.200000	703.067508	NA	NA
27.539933	26.948230	290.724133	4.847876E-6	41.000297	59.200000	703.057237	NA	NA
27.542350	26.953762	290.724133	4.846176E-6	41.000270	59.200000	703.059034	NA	NA
27.544483	26.971781	290.724133	4.897370E-6	41.000242	59.200000	703.064886	NA	NA
27.546983	26.950345	290.724133	4.925038E-6	41.000195	59.200000	703.057924	NA	NA
27.549433	26.939222	290.724133	4.847721E-6	41.000172	59.200000	703.054311	NA	NA
27.553917	26.991001	290.724133	4.955458E-6	41.000164	59.200000	703.071128	NA	NA
27.556433	26.964072	290.724133	4.939784E-6	41.000168	59.200000	703.062382	NA	NA
27.558850	26.944750	290.724133	4.904202E-6	41.000098	59.200000	703.056107	NA	NA
27.561083	27.003116	290.724133	4.877862E-6	41.000070	59.200000	703.075062	NA	NA
27.563283	26.940674	290.724133	4.925038E-6	41.000062	59.200000	703.054783	NA	NA
27.567367	26.994908	290.724133	4.986898E-6	41.000047	59.200000	703.072396	NA	NA
27.569483	26.922178	290.724133	4.858294E-6	41.000062	59.200000	703.048775	NA	NA
27.571700	26.972740	290.724133	4.862344E-6	41.000082	59.200000	703.065197	NA	NA
27.573917	26.991255	290.724133	4.919628E-6	41.000070	59.200000	703.071210	NA	NA
27.576317	26.919360	290.724133	4.957220E-6	41.000055	59.200000	703.047860	NA	NA
27.578767	26.940199	290.724133	4.861725E-6	41.000039	59.200000	703.054629	NA	NA
27.583250	26.945547	290.724133	4.851709E-6	41.000035	59.200000	703.056366	NA	NA
27.585500	26.938127	290.724133	4.910477E-6	41.000074	59.200000	703.053955	NA	NA
27.587883	26.934485	290.724133	4.917958E-6	41.000066	59.200000	703.052772	NA	NA
27.590117	26.953322	290.724133	4.845279E-6	41.000035	59.200000	703.058891	NA	NA
27.592350	26.971922	290.724133	4.816374E-6	41.000031	59.200000	703.064932	NA	NA
27.596467	26.963820	290.724133	4.971750E-6	41.000008	59.200000	703.062300	NA	NA
27.598683	26.970460	290.724133	4.932797E-6	40.999984	59.200000	703.064457	NA	NA
27.601300	26.977431	290.724133	4.890259E-6	40.999961	59.200000	703.066721	NA	NA
27.603700	26.904574	290.724133	4.931005E-6	40.999934	59.200000	703.043056	NA	NA
27.605950	26.908182	290.724133	4.971842E-6	40.999918	59.200000	703.044228	NA	NA
27.610333	26.962634	290.724133	4.916722E-6	40.999953	59.200000	703.061915	NA	NA
27.612933	26.935798	290.724133	4.869702E-6	40.999887	59.200000	703.053199	NA	NA
27.615350	26.922734	290.724133	4.964021E-6	40.999898	59.200000	703.048955	NA	NA
27.617767	26.969536	290.724133	4.958302E-6	40.999891	59.200000	703.064157	NA	NA
27.622183	26.964559	290.724133	4.828771E-6	40.999871	59.200000	703.062540	NA	NA
27.624633	26.956499	290.724133	4.850503E-6	40.999863	59.200000	703.059923	NA	NA
27.626900	26.944692	290.724133	4.937589E-6	40.999891	59.200000	703.056088	NA	NA
27.629317	26.971281	290.724133	4.866362E-6	40.999863	59.200000	703.064723	NA	NA
27.631700	26.949217	290.724133	4.834675E-6	40.999895	59.200000	703.057558	NA	NA
27.636150	26.940346	290.724133	4.933911E-6	40.999969	59.200000	703.054676	NA	NA
27.638383	26.948423	290.724133	4.901605E-6	40.999980	59.200000	703.057300	NA	NA
27.640617	26.953938	290.724133	4.846083E-6	40.999977	59.200000	703.059091	NA	NA
27.642850	26.944353	290.724133	4.870289E-6	40.999945	59.200000	703.055978	NA	NA
27.645083	26.957947	290.724133	4.945689E-6	40.999922	59.200000	703.060393	NA	NA
27.647567	26.967342	290.724133	4.942010E-6	40.999883	59.200000	703.063444	NA	NA
27.651867	26.953482	290.724133	4.893196E-6	40.999895	59.200000	703.058943	NA	NA
27.654317	26.951609	290.724133	4.954933E-6	40.999871	59.200000	703.058335	NA	NA
27.656717	26.938077	290.724133	4.972399E-6	40.999863	59.200000	703.053939	NA	NA
27.659150	26.930913	290.724133	4.924482E-6	40.999809	59.200000	703.051612	NA	NA
27.661617	26.967091	290.724133	4.866672E-6	40.999824	59.200000	703.063363	NA	NA
27.666083	26.910013	290.724133	4.975614E-6	40.999816	59.200000	703.044823	NA	NA
27.668517	26.973918	290.724133	4.924203E-6	40.999832	59.200000	703.065580	NA	NA
27.670883	26.943132	290.724133	4.827039E-6	40.999809	59.200000	703.055581	NA	NA
27.673050	26.977940	290.724133	4.863982E-6	40.999801	59.200000	703.066886	NA	NA
27.675250	26.990346	290.724133	4.918113E-6	40.999859	59.200000	703.070915	NA	NA
27.679817	26.937817	290.724133	4.879408E-6	40.999867	59.200000	703.053855	NA	NA
27.682050	26.958335	290.724133	4.810098E-6	40.999871	59.200000	703.060519	NA	NA
27.684283	26.948336	290.724133	4.875204E-6	40.999856	59.200000	703.057272	NA	NA
27.686517	26.977320	290.724133	4.978149E-6	40.999828	59.200000	703.066685	NA	NA
27.688750	26.963789	290.724133	4.960528E-6	40.999766	59.200000	703.062290	NA	NA
27.693283	26.971828	290.724133	4.859870E-6	40.999715	59.200000	703.064901	NA	NA
27.695767	26.984716	290.724133	4.935364E-6	40.999695	59.200000	703.069087	NA	NA
27.698383	26.933733	290.724133	4.997811E-6	40.999758	59.200000	703.052528	NA	NA
27.700800	26.951204	290.724133	4.867074E-6	40.999738	59.200000	703.058203	NA	NA
27.705183	26.996439	290.724133	4.921143E-6	40.999746	59.200000	703.072893	NA	NA
27.707400	26.951421	290.724133	4.964980E-6	40.999750	59.200000	703.058273	NA	NA
27.709867	26.963984	290.724133	4.869454E-6	40.999785	59.200000	703.062354	NA	NA
27.712100	26.922023	290.724133	4.847072E-6	40.999820	59.200000	703.048725	NA	NA
27.714700	26.955974	290.724133	4.859932E-6	40.999793	59.200000	703.059752	NA	NA
27.718850	26.989171	290.724133	4.901729E-6	40.999824	59.200000	703.070533	NA	NA
27.721083	26.921758	290.724133	4.847443E-6	40.999789	59.200000	703.048638	NA	NA
27.723467	26.997468	290.724133	4.820269E-6	40.999820	59.200000	703.073227	NA	NA
27.726150	26.988171	290.724133	4.940464E-6	40.999832	59.200000	703.070209	NA	NA
27.728550	26.949692	290.724133	4.903862E-6	40.999836	59.200000	703.057712	NA	NA
27.733000	27.005978	290.724133	4.884293E-6	40.999809	59.200000	703.075991	NA	NA
27.735233	26.957588	290.724133	4.962445E-6	40.999769	59.200000	703.060276	NA	NA
27.737450	27.013700	290.724133	4.977036E-6	40.999805	59.200000	703.078498	NA	NA
27.739883	26.931336	290.724133	4.956942E-6	40.999828	59.200000	703.051750	NA	NA
27.742100	26.962288	290.724133	4.863085E-6	40.999863	59.200000	703.061803	NA	NA
27.746583	26.954725	290.724133	4.972956E-6	40.999910	59.200000	703.059346	NA	NA
27.749067	26.917953	290.724133	4.960280E-6	40.999883	59.200000	703.047402	NA	NA
27.751683	26.958184	290.724133	4.865497E-6	40.999859	59.200000	703.060470	NA	NA
27.754100	26.972209	290.724133	4.833006E-6	40.999848	59.200000	703.065025	NA	NA
27.758583	26.957558	290.724133	4.946462E-6	40.999898	59.200000	703.060267	NA	NA
27.760967	26.958149	290.724133	4.890940E-6	40.999875	59.200000	703.060458	NA	NA
27.763300	26.982846	290.724133	4.841106E-6	40.999852	59.200000	703.068479	NA	NA
27.765733	26.978753	290.724133	4.866517E-6	40.999844	59.200000	703.067150	NA	NA
27.768100	26.990848	290.724133	4.956726E-6	40.999836	59.200000	703.071078	NA	NA
27.772267	26.938765	290.724133	4.861107E-6	40.999867	59.200000	703.054163	NA	NA
27.774917	26.991559	290.724133	4.878945E-6	40.999856	59.200000	703.071309	NA	NA
27.777150	26.944231	290.724133	4.944205E-6	40.999863	59.200000	703.055938	NA	NA
27.779567	26.998759	290.724133	4.966464E-6	40.999887	59.200000	703.073647	NA	NA
27.781783	26.976273	290.724133	4.927017E-6	40.999898	59.200000	703.066345	NA	NA
27.786017	26.967214	290.724133	4.897864E-6	40.999910	59.200000	703.063403	NA	NA
27.788567	26.961240	290.724133	4.989464E-6	40.999856	59.200000	703.061463	NA	NA
27.790800	26.954268	290.724133	4.859283E-6	40.999812	59.200000	703.059198	NA	NA
27.794283	26.979537	290.724133	4.860952E-6	40.999801	59.200000	703.067405	NA	NA
27.798717	26.971809	290.724133	4.931437E-6	40.999883	59.200000	703.064895	NA	NA
27.801300	26.942361	290.724133	4.905871E-6	40.999945	59.200000	703.055331	NA	NA
27.803717	26.929574	290.724133	4.834428E-6	40.999895	59.200000	703.051178	NA	NA
27.805983	26.929914	290.724133	4.883427E-6	40.999898	59.200000	703.051288	NA	NA
27.808250	26.985971	290.724133	4.951841E-6	40.999902	59.200000	703.069494	NA	NA
27.812717	26.935343	290.724133	4.906675E-6	40.999824	59.200000	703.053051	NA	NA
27.815183	26.975933	290.724133	4.862065E-6	40.999762	59.200000	703.066234	NA	NA
27.817433	26.967387	290.724133	4.890971E-6	40.999742	59.200000	703.063459	NA	NA
27.819683	26.996067	290.724133	4.977624E-6	40.999742	59.200000	703.072772	NA	NA
27.822083	26.934306	290.724133	4.936662E-6	40.999742	59.200000	703.052714	NA	NA
27.826517	26.941934	290.724133	4.875606E-6	40.999766	59.200000	703.055192	NA	NA
27.828950	26.958020	290.724133	4.929768E-6	40.999836	59.200000	703.060417	NA	NA
27.831150	26.950206	290.724133	4.929212E-6	40.999852	59.200000	703.057879	NA	NA
27.833367	26.949666	290.724133	4.867476E-6	40.999867	59.200000	703.057703	NA	NA
27.835817	26.964339	290.724133	4.859809E-6	40.999856	59.200000	703.062469	NA	NA
27.840000	26.949245	290.724133	4.937528E-6	40.999812	59.200000	703.057567	NA	NA
27.842400	26.988480	290.724133	4.866424E-6	40.999832	59.200000	703.070309	NA	NA
27.844800	26.969584	290.724133	4.831460E-6	40.999840	59.200000	703.064172	NA	NA
27.847067	26.999067	290.724133	4.879718E-6	40.999828	59.200000	703.073747	NA	NA
27.849517	26.991082	290.724133	4.972585E-6	40.999789	59.200000	703.071154	NA	NA
27.854000	26.955072	290.724133	4.882098E-6	40.999805	59.200000	703.059459	NA	NA
27.856483	26.945900	290.724133	4.876162E-6	40.999848	59.200000	703.056480	NA	NA
27.858733	26.951530	290.724133	4.932767E-6	40.999832	59.200000	703.058309	NA	NA
27.861050	27.007142	290.724133	4.969617E-6	40.999883	59.200000	703.076369	NA	NA
27.863400	26.969703	290.724133	4.932828E-6	40.999891	59.200000	703.064211	NA	NA
27.867850	26.928446	290.724133	4.877430E-6	40.999910	59.200000	703.050811	NA	NA
27.870333	27.013701	290.724133	4.975459E-6	40.999891	59.200000	703.078499	NA	NA
27.872817	26.965328	290.724133	4.848587E-6	40.999856	59.200000	703.062790	NA	NA
27.875233	26.944497	290.724133	4.835881E-6	40.999856	59.200000	703.056024	NA	NA
27.879683	26.956750	290.724133	4.916104E-6	40.999781	59.200000	703.060004	NA	NA
27.881900	26.975794	290.724133	4.906582E-6	40.999785	59.200000	703.066189	NA	NA
27.884367	26.984699	290.724133	4.819775E-6	40.999746	59.200000	703.069081	NA	NA
27.886983	26.993058	290.724133	4.803885E-6	40.999730	59.200000	703.071796	NA	NA
27.891450	26.952056	290.724133	4.981549E-6	40.999801	59.200000	703.058480	NA	NA
27.893883	26.970964	290.724133	4.943277E-6	40.999809	59.200000	703.064621	NA	NA
27.896350	26.942068	290.724133	4.869547E-6	40.999781	59.200000	703.055236	NA	NA
27.898567	27.003393	290.724133	4.883180E-6	40.999766	59.200000	703.075151	NA	NA
27.900800	26.972572	290.724133	4.961981E-6	40.999773	59.200000	703.065143	NA	NA
27.905217	26.933976	290.724133	4.868155E-6	40.999754	59.200000	703.052607	NA	NA
27.907800	26.967776	290.724133	4.889981E-6	40.999781	59.200000	703.063585	NA	NA
27.910167	26.956534	290.724133	4.932612E-6	40.999812	59.200000	703.059934	NA	NA
27.912650	26.970159	290.724133	4.929490E-6	40.999836	59.200000	703.064359	NA	NA
27.917050	26.946925	290.724133	4.838942E-6	40.999824	59.200000	703.056813	NA	NA
27.919650	26.946883	290.724133	4.891774E-6	40.999828	59.200000	703.056800	NA	NA
27.922067	26.978436	290.724133	4.947822E-6	40.999875	59.200000	703.067047	NA	NA
27.924300	26.943219	290.724133	4.923709E-6	40.999879	59.200000	703.055610	NA	NA
27.926733	26.962913	290.724133	4.854801E-6	40.999887	59.200000	703.062006	NA	NA
27.931183	26.997695	290.724133	4.974347E-6	40.999844	59.200000	703.073301	NA	NA
27.933333	26.967123	290.724133	4.964052E-6	40.999816	59.200000	703.063373	NA	NA
27.935917	26.988116	290.724133	4.897432E-6	40.999863	59.200000	703.070191	NA	NA
27.938200	26.998552	290.724133	4.868619E-6	40.999871	59.200000	703.073579	NA	NA
27.940450	26.988210	290.724133	4.928500E-6	40.999816	59.200000	703.070221	NA	NA
27.944533	26.926775	290.724133	4.931345E-6	40.999750	59.200000	703.050268	NA	NA
27.947017	26.955272	290.724133	4.869361E-6	40.999773	59.200000	703.059524	NA	NA
27.949250	27.008652	290.724133	4.865683E-6	40.999777	59.200000	703.076859	NA	NA
27.951533	26.962010	290.724133	4.914435E-6	40.999766	59.200000	703.061713	NA	NA
27.954000	26.982572	290.724133	4.946400E-6	40.999715	59.200000	703.068390	NA	NA
27.958200	26.958846	290.724133	4.846763E-6	40.999762	59.200000	703.060685	NA	NA
27.960450	26.979868	290.724133	4.888683E-6	40.999793	59.200000	703.067512	NA	NA
27.962867	26.929284	290.724133	4.952243E-6	40.999781	59.200000	703.051083	NA	NA
27.965333	27.000149	290.724133	4.929119E-6	40.999781	59.200000	703.074098	NA	NA
27.967767	26.972890	290.724133	4.812571E-6	40.999762	59.200000	703.065246	NA	NA
27.972250	26.943042	290.724133	4.984518E-6	40.999762	59.200000	703.055552	NA	NA
27.975067	26.958877	290.724133	4.894990E-6	40.999789	59.200000	703.060695	NA	NA
27.977367	26.963655	290.724133	4.875915E-6	40.999805	59.200000	703.062247	NA	NA
27.979800	27.004742	290.724133	4.897555E-6	40.999812	59.200000	703.075589	NA	NA
27.984050	26.973273	290.724133	4.970853E-6	40.999809	59.200000	703.065370	NA	NA
27.986233	26.973850	290.724133	4.920432E-6	40.999777	59.200000	703.065558	NA	NA
27.988717	26.942955	290.724133	4.855913E-6	40.999769	59.200000	703.055524	NA	NA
27.991150	26.917345	290.724133	4.976820E-6	40.999723	59.200000	703.047205	NA	NA
27.993567	26.527613	290.724133	5.010083E-6	40.999742	59.200000	702.920494	NA	NA
27.997617	26.686639	290.724133	4.839715E-6	40.999723	59.200000	702.972224	NA	NA
28.000083	26.872582	290.724133	4.877059E-6	40.999754	59.200000	703.032663	NA	NA
28.002717	26.975375	290.724133	4.946122E-6	40.999750	59.200000	703.066053	NA	NA
28.008400	26.973299	290.724133	4.869454E-6	40.999730	59.200000	703.065379	NA	NA
28.010650	27.091569	290.724133	4.885622E-6	40.999738	59.200000	703.103778	NA	NA
28.013100	27.075673	290.724133	4.964269E-6	40.999723	59.200000	703.098618	NA	NA
28.015567	26.999058	290.724133	4.954407E-6	40.999734	59.200000	703.073744	NA	NA
28.019700	26.861946	290.724133	4.855295E-6	40.999727	59.200000	703.029207	NA	NA
28.021967	26.851784	290.724133	4.906737E-6	40.999695	59.200000	703.025905	NA	NA
28.024383	26.688376	290.724133	4.996543E-6	40.999625	59.200000	702.972788	NA	NA
28.026767	26.739590	290.724133	4.937589E-6	40.999602	59.200000	702.989440	NA	NA
28.029283	26.821770	290.724133	4.847783E-6	40.999629	59.200000	703.016152	NA	NA
28.033683	26.785075	290.724133	4.960343E-6	40.999680	59.200000	703.004226	NA	NA
28.035967	26.874806	290.724133	4.866888E-6	40.999707	59.200000	703.033385	NA	NA
28.038300	26.830697	290.724133	4.861694E-6	40.999746	59.200000	703.019053	NA	NA
28.040550	26.797537	290.099672	4.862375E-6	40.999781	59.300000	703.003968	NA	NA
28.043050	26.532103	290.724133	4.929521E-6	40.999797	59.200000	702.921955	NA	NA
28.047517	26.501241	290.724133	4.894093E-6	40.999762	59.200000	702.911911	NA	NA
28.049950	26.523746	290.724133	4.824752E-6	40.999746	59.200000	702.919235	NA	NA
28.052500	26.565259	290.724133	4.953819E-6	40.999762	59.200000	702.932743	NA	NA
28.054967	26.671035	290.724133	4.977500E-6	40.999699	59.200000	702.967149	NA	NA
28.059417	26.669869	290.724133	4.851555E-6	40.999734	59.200000	702.966770	NA	NA
28.061867	26.591025	290.724133	4.903954E-6	40.999723	59.200000	702.941125	NA	NA
28.064300	26.592083	290.724133	4.974563E-6	40.999691	59.200000	702.941470	NA	NA
28.066750	26.705966	290.724133	4.980807E-6	40.999664	59.200000	702.978508	NA	NA
28.071200	26.669284	290.724133	4.893073E-6	40.999676	59.200000	702.966580	NA	NA
28.073450	26.759526	290.724133	4.964732E-6	40.999699	59.200000	702.995921	NA	NA
28.075883	26.835121	290.724133	4.952552E-6	40.999711	59.200000	703.020490	NA	NA
28.078400	26.719586	290.724133	4.885159E-6	40.999719	59.200000	702.982936	NA	NA
28.080883	26.397804	290.724133	4.848680E-6	40.999750	59.200000	702.878240	NA	NA
28.085267	26.520754	290.724133	4.945411E-6	40.999750	59.200000	702.918261	NA	NA
28.088050	26.589882	290.724133	4.911189E-6	40.999734	59.200000	702.940754	NA	NA
28.090483	26.718661	290.724133	4.803266E-6	40.999711	59.200000	702.982636	NA	NA
28.092883	26.896149	290.724133	4.949089E-6	40.999719	59.200000	703.040319	NA	NA
28.097367	26.999569	290.724133	4.957406E-6	40.999672	59.200000	703.073910	NA	NA
28.099800	26.996553	290.724133	4.899564E-6	40.999676	59.200000	703.072930	NA	NA
28.102033	26.952448	290.724133	4.889703E-6	40.999684	59.200000	703.058607	NA	NA
28.104750	26.858982	290.099672	4.972492E-6	40.999676	59.300000	703.023936	NA	NA
28.109183	26.883606	290.724133	4.927388E-6	40.999695	59.200000	703.036244	NA	NA
28.111633	26.855598	290.724133	4.861694E-6	40.999637	59.200000	703.027144	NA	NA
